"","Name","Season","PA","BA","OBP","SLG","R","RBI","Single","Double","Triple","HR","SB","CS","BB","IBB","K","DP","HBP","SH","SF","ServiceTime","PreBreakout"
"1378","Sano, Keita","2019",215,0.295,0.344,0.42,23,33,44,10,0,5,0,0,13,1,39,9,2,0,0,3,"1"
"1379","Sano, Keita","2020",451,0.328,0.395,0.532,48,69,91,20,1,20,0,0,42,1,58,13,4,0,3,4,"0"
"1380","Shimada, Kairi","2018",37,0.2,0.222,0.286,5,1,5,1,1,0,0,1,1,0,7,0,0,1,0,1,"0"
"1381","Shimada, Kairi","2019",5,0.25,0.4,0.5,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,"0"
"1382","Shimada, Kairi","2020",21,0.176,0.3,0.176,4,1,3,0,0,0,3,0,2,1,4,0,1,1,0,3,"0"
"1383","Shimada, Kairi","2021",78,0.243,0.293,0.286,7,9,14,3,0,0,8,1,5,0,13,0,0,3,0,4,"0"
"1384","Takeda, Kengo","2016",20,0.1,0.1,0.2,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,4,"0"
"1385","Kurebayashi, Kotaro","2020",18,0.235,0.278,0.235,1,2,4,0,0,0,0,0,1,0,4,1,0,0,0,1,"0"
"1386","Kurebayashi, Kotaro","2021",473,0.228,0.251,0.353,37,48,68,22,2,10,2,1,12,0,101,11,3,6,4,2,"0"
"1387","Kurebayashi, Kotaro","2022",495,0.224,0.275,0.318,35,32,73,20,2,6,2,2,26,1,71,14,6,10,2,3,"0"
"1388","Kurebayashi, Kotaro","2023",482,0.275,0.318,0.377,37,39,94,19,1,8,4,6,28,0,63,19,1,7,3,4,"0"
"1389","Shimizu, Kanato","2025",14,0.154,0.214,0.231,1,0,1,1,0,0,0,0,1,0,4,0,0,0,0,1,"0"
"1390","Gonzalez, Oscar","2025",208,0.229,0.25,0.323,18,19,36,5,1,4,0,2,4,1,37,10,2,0,1,1,"0"
"1391","Ravelo, Rangel","2021",7,0.429,0.429,0.429,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,"0"
"1392","Ravelo, Rangel","2022",71,0.138,0.296,0.207,4,2,6,1,0,1,0,0,11,0,20,3,2,0,0,2,"0"
"1393","Yamamoto, Yasuhiro","2016",86,0.256,0.275,0.346,8,2,14,5,1,0,0,1,2,0,20,2,0,6,0,1,"0"
"1394","Yamamoto, Yasuhiro","2017",83,0.182,0.289,0.258,8,7,9,2,0,1,1,0,9,0,18,1,1,7,0,2,"0"
"1395","Yamamoto, Yasuhiro","2018",120,0.255,0.35,0.314,15,3,21,4,1,0,2,0,13,0,19,2,2,3,0,3,"0"
"1396","Yamamoto, Yasuhiro","2019",212,0.232,0.34,0.339,31,10,29,7,3,2,2,0,22,1,51,3,7,6,0,4,"0"
"1397","Lopez, Jose","2016",518,0.263,0.299,0.534,66,95,65,27,1,34,0,0,24,0,75,12,4,0,7,4,"0"
"1398","Watanabe, Riku","2022",36,0.273,0.333,0.576,6,9,5,1,0,3,0,0,3,0,15,0,0,0,0,1,"0"
"1399","Watanabe, Riku","2025",51,0.222,0.314,0.267,4,5,8,2,0,0,1,0,5,1,17,0,1,0,0,2,"0"
"1400","Maruyama, Kazuya","2022",97,0.233,0.258,0.311,14,9,16,4,0,1,2,3,1,0,25,2,2,4,0,1,"0"
"1401","Maruyama, Kazuya","2023",106,0.206,0.252,0.258,13,7,15,5,0,0,7,3,6,0,27,1,0,3,0,2,"0"
"1402","Maruyama, Kazuya","2024",296,0.241,0.312,0.277,30,12,53,7,1,0,4,2,24,1,49,2,2,17,0,3,"0"
"1403","Maruyama, Kazuya","2025",36,0.125,0.176,0.125,6,2,4,0,0,0,3,1,2,1,12,0,0,2,0,4,"0"
"1404","Villanueva, Christian","2019",235,0.223,0.325,0.386,24,24,28,9,0,8,2,0,25,0,52,5,6,1,1,1,"0"
"1405","Villanueva, Christian","2020",196,0.22,0.321,0.31,11,19,30,3,0,4,1,2,22,0,39,1,4,0,2,2,"0"
"1406","Yano, Masaya","2021",6,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,"0"
"1407","Yano, Masaya","2022",78,0.194,0.28,0.284,11,5,11,0,0,2,0,1,7,0,21,0,1,3,0,2,"0"
"1408","Yano, Masaya","2023",146,0.185,0.269,0.202,22,3,20,2,0,0,7,0,14,1,35,2,0,12,1,3,"0"
"1409","Yano, Masaya","2024",495,0.26,0.322,0.333,45,38,91,13,6,2,13,10,38,1,109,8,3,20,4,4,"0"
"1410","Murata, Reon","2024",13,0.231,0.231,0.231,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,1,"0"
"1411","Murata, Reon","2025",85,0.195,0.224,0.317,3,9,10,4,0,2,0,0,2,0,32,2,1,0,0,2,"0"
"1412","Yamamoto, Keita","2025",80,0.214,0.312,0.314,8,6,12,1,0,2,0,0,7,0,17,5,3,0,0,1,"0"
"1413","Calixte, Orlando","2023",172,0.233,0.265,0.374,13,13,25,8,0,5,0,2,7,0,36,7,0,2,0,1,"0"
"1414","Calixte, Orlando","2024",393,0.261,0.287,0.352,30,36,78,11,1,7,2,2,15,3,67,9,0,3,3,2,"0"
"1415","Calixte, Orlando","2025",192,0.227,0.272,0.307,13,14,29,9,1,1,1,1,12,0,37,4,0,1,3,3,"0"
"1416","Navarro, Efren","2018",225,0.276,0.342,0.374,18,25,42,11,0,3,0,0,20,0,55,5,1,0,1,1,"0"
"1417","Navarro, Efren","2019",45,0.209,0.244,0.256,1,2,7,2,0,0,0,0,2,0,9,2,0,0,0,2,"0"
